date,season,year,month,hour,weekday,workingday,holiday,weather,temp,feels_like,humidity,windspeed,rentals
2011-04-13,spring,2011,apr,10,wednesday,1,0,mist,16.4,20.5,87,13.0,46
2011-04-13,spring,2011,apr,11,wednesday,1,0,mist,17.2,21.2,82,13.0,61
2011-04-13,spring,2011,apr,12,wednesday,1,0,light_rain_snow,17.2,21.2,82,17.0,95
2011-04-13,spring,2011,apr,13,wednesday,1,0,mist,18.0,22.0,77,13.0,61
2011-04-13,spring,2011,apr,14,wednesday,1,0,mist,17.2,21.2,77,17.0,106
2011-04-13,spring,2011,apr,15,wednesday,1,0,mist,18.0,22.0,72,19.0,81
2011-04-13,spring,2011,apr,16,wednesday,1,0,clear,18.9,22.7,67,19.0,142
2011-04-13,spring,2011,apr,17,wednesday,1,0,clear,18.9,22.7,67,20.0,309
2011-04-13,spring,2011,apr,18,wednesday,1,0,clear,18.0,22.0,62,26.0,321
2011-04-13,spring,2011,apr,19,wednesday,1,0,clear,18.0,22.0,62,17.0,175
2011-04-13,spring,2011,apr,20,wednesday,1,0,clear,18.0,22.0,62,17.0,126
2011-04-13,spring,2011,apr,21,wednesday,1,0,clear,17.2,21.2,67,11.0,117
2011-04-13,spring,2011,apr,22,wednesday,1,0,clear,17.2,21.2,67,13.0,99
2011-04-13,spring,2011,apr,23,wednesday,1,0,clear,16.4,20.5,71,9.0,62
2011-04-14,spring,2011,apr,0,thursday,1,0,clear,15.6,19.7,76,9.0,21
2011-04-14,spring,2011,apr,1,thursday,1,0,clear,15.6,19.7,76,15.0,10
2011-04-14,spring,2011,apr,2,thursday,1,0,clear,14.8,17.4,76,9.0,3
2011-04-14,spring,2011,apr,3,thursday,1,0,clear,13.9,16.7,81,9.0,2
2011-04-14,spring,2011,apr,4,thursday,1,0,clear,13.9,18.2,76,0.0,9
2011-04-14,spring,2011,apr,5,thursday,1,0,clear,13.9,17.4,76,6.0,14
2011-04-14,spring,2011,apr,6,thursday,1,0,clear,13.9,17.4,76,7.0,70
2011-04-14,spring,2011,apr,7,thursday,1,0,clear,15.6,19.7,66,0.0,193
2011-04-14,spring,2011,apr,8,thursday,1,0,clear,17.2,21.2,58,11.0,337
2011-04-14,spring,2011,apr,9,thursday,1,0,clear,18.9,22.7,51,9.0,170
2011-04-14,spring,2011,apr,10,thursday,1,0,clear,20.5,24.2,51,13.0,89
2011-04-14,spring,2011,apr,11,thursday,1,0,clear,21.3,25.0,45,11.0,115
2011-04-14,spring,2011,apr,12,thursday,1,0,clear,22.1,25.8,42,9.0,145
2011-04-14,spring,2011,apr,13,thursday,1,0,clear,23.0,26.5,37,15.0,159
2011-04-14,spring,2011,apr,14,thursday,1,0,clear,23.0,26.5,35,6.0,137
2011-04-14,spring,2011,apr,15,thursday,1,0,clear,24.6,31.1,31,6.0,142
2011-04-14,spring,2011,apr,16,thursday,1,0,clear,24.6,30.3,26,7.0,202
2011-04-14,spring,2011,apr,17,thursday,1,0,clear,24.6,30.3,28,0.0,388
2011-04-14,spring,2011,apr,18,thursday,1,0,clear,23.0,26.5,30,0.0,337
2011-04-14,spring,2011,apr,19,thursday,1,0,clear,22.1,25.8,32,0.0,259
2011-04-14,spring,2011,apr,20,thursday,1,0,clear,20.5,24.2,51,13.0,169
2011-04-14,spring,2011,apr,21,thursday,1,0,clear,18.9,22.7,63,9.0,145
2011-04-14,spring,2011,apr,22,thursday,1,0,clear,19.7,23.5,55,7.0,104
2011-04-14,spring,2011,apr,23,thursday,1,0,clear,18.9,22.7,59,7.0,47
2011-04-15,spring,2011,apr,0,friday,0,1,clear,18.0,22.0,67,0.0,27
2011-04-15,spring,2011,apr,1,friday,0,1,clear,18.0,22.0,62,0.0,15
2011-04-15,spring,2011,apr,2,friday,0,1,clear,16.4,20.5,76,0.0,18
2011-04-15,spring,2011,apr,3,friday,0,1,clear,16.4,20.5,76,0.0,3
2011-04-15,spring,2011,apr,4,friday,0,1,clear,15.6,19.7,82,6.0,3
2011-04-15,spring,2011,apr,5,friday,0,1,clear,14.8,18.2,81,7.0,13
2011-04-15,spring,2011,apr,6,friday,0,1,clear,14.8,18.2,81,6.0,47
2011-04-15,spring,2011,apr,7,friday,0,1,clear,16.4,20.5,71,11.0,149
2011-04-15,spring,2011,apr,8,friday,0,1,clear,18.0,22.0,62,20.0,300
2011-04-15,spring,2011,apr,9,friday,0,1,clear,20.5,24.2,55,13.0,178
2011-04-15,spring,2011,apr,10,friday,0,1,clear,20.5,24.2,55,13.0,122
2011-04-15,spring,2011,apr,11,friday,0,1,clear,21.3,25.0,55,13.0,136
2011-04-15,spring,2011,apr,12,friday,0,1,clear,21.3,25.0,55,19.0,200
2011-04-15,spring,2011,apr,13,friday,0,1,clear,22.1,25.8,52,17.0,180
2011-04-15,spring,2011,apr,14,friday,0,1,clear,22.1,25.8,52,17.0,163
2011-04-15,spring,2011,apr,15,friday,0,1,clear,22.1,25.8,52,30.0,162
2011-04-15,spring,2011,apr,16,friday,0,1,clear,21.3,25.0,55,33.0,243
2011-04-15,spring,2011,apr,17,friday,0,1,mist,20.5,24.2,63,26.0,331
2011-04-15,spring,2011,apr,18,friday,0,1,mist,18.9,22.7,67,26.0,263
2011-04-15,spring,2011,apr,19,friday,0,1,clear,17.2,21.2,77,26.0,209
2011-04-15,spring,2011,apr,20,friday,0,1,mist,16.4,20.5,76,22.0,118
2011-04-15,spring,2011,apr,21,friday,0,1,mist,16.4,20.5,76,20.0,102
2011-04-15,spring,2011,apr,22,friday,0,1,mist,15.6,19.7,82,26.0,80
2011-04-15,spring,2011,apr,23,friday,0,1,mist,14.8,17.4,81,13.0,64
2011-04-16,spring,2011,apr,0,saturday,0,0,mist,14.8,17.4,81,15.0,43
2011-04-16,spring,2011,apr,1,saturday,0,0,mist,14.8,16.7,87,19.0,33
2011-04-16,spring,2011,apr,2,saturday,0,0,mist,14.8,17.4,87,9.0,24
2011-04-16,spring,2011,apr,3,saturday,0,0,mist,14.8,17.4,87,11.0,14
2011-04-16,spring,2011,apr,4,saturday,0,0,mist,14.8,17.4,87,15.0,5
2011-04-16,spring,2011,apr,5,saturday,0,0,mist,15.6,19.7,87,19.0,4
2011-04-16,spring,2011,apr,6,saturday,0,0,light_rain_snow,16.4,20.5,82,22.0,10
2011-04-16,spring,2011,apr,7,saturday,0,0,mist,16.4,20.5,82,28.0,21
2011-04-16,spring,2011,apr,8,saturday,0,0,light_rain_snow,16.4,20.5,87,24.0,45
2011-04-16,spring,2011,apr,9,saturday,0,0,light_rain_snow,16.4,20.5,100,20.0,29
2011-04-16,spring,2011,apr,10,saturday,0,0,light_rain_snow,17.2,21.2,94,26.0,22
2011-04-16,spring,2011,apr,11,saturday,0,0,light_rain_snow,17.2,21.2,94,30.0,31
2011-04-16,spring,2011,apr,12,saturday,0,0,mist,18.9,22.7,88,39.0,32
2011-04-16,spring,2011,apr,13,saturday,0,0,light_rain_snow,18.9,22.7,94,35.0,58
2011-04-16,spring,2011,apr,14,saturday,0,0,light_rain_snow,21.3,25.0,83,39.0,63
2011-04-16,spring,2011,apr,15,saturday,0,0,light_rain_snow,21.3,25.0,83,39.0,78
2011-04-16,spring,2011,apr,16,saturday,0,0,light_rain_snow,20.5,24.2,88,31.0,33
2011-04-16,spring,2011,apr,17,saturday,0,0,light_rain_snow,20.5,24.2,88,39.0,15
2011-04-16,spring,2011,apr,18,saturday,0,0,mist,20.5,24.2,94,26.0,38
2011-04-16,spring,2011,apr,19,saturday,0,0,mist,21.3,25.0,94,28.0,71
2011-04-16,spring,2011,apr,20,saturday,0,0,light_rain_snow,18.0,22.0,94,15.0,53
2011-04-16,spring,2011,apr,21,saturday,0,0,mist,18.0,22.0,94,0.0,14
2011-04-16,spring,2011,apr,22,saturday,0,0,light_rain_snow,17.2,21.2,100,0.0,24
2011-04-16,spring,2011,apr,23,saturday,0,0,mist,18.0,22.0,77,19.0,35
2011-04-17,spring,2011,apr,0,sunday,0,0,mist,18.0,22.0,77,19.0,33
2011-04-17,spring,2011,apr,1,sunday,0,0,clear,17.2,21.2,67,15.0,31
2011-04-17,spring,2011,apr,2,sunday,0,0,clear,16.4,20.5,62,13.0,29
2011-04-17,spring,2011,apr,3,sunday,0,0,clear,16.4,20.5,66,9.0,25
2011-04-17,spring,2011,apr,4,sunday,0,0,clear,14.8,18.2,76,7.0,7
2011-04-17,spring,2011,apr,5,sunday,0,0,clear,14.8,17.4,71,11.0,3
2011-04-17,spring,2011,apr,6,sunday,0,0,clear,14.8,15.9,66,30.0,8
2011-04-17,spring,2011,apr,7,sunday,0,0,clear,14.8,16.7,50,24.0,16
2011-04-17,spring,2011,apr,8,sunday,0,0,clear,15.6,19.7,46,26.0,43
2011-04-17,spring,2011,apr,9,sunday,0,0,clear,16.4,20.5,43,19.0,102
2011-04-17,spring,2011,apr,10,sunday,0,0,clear,17.2,21.2,44,30.0,211
2011-04-17,spring,2011,apr,11,sunday,0,0,clear,18.9,22.7,41,28.0,304
2011-04-17,spring,2011,apr,12,sunday,0,0,clear,18.9,22.7,38,26.0,354
2011-04-17,spring,2011,apr,13,sunday,0,0,clear,20.5,24.2,34,26.0,343
2011-04-17,spring,2011,apr,14,sunday,0,0,clear,21.3,25.0,34,26.0,361
2011-04-17,spring,2011,apr,15,sunday,0,0,clear,22.1,25.8,32,35.0,388
2011-04-17,spring,2011,apr,16,sunday,0,0,clear,22.1,25.8,30,24.0,343
2011-04-17,spring,2011,apr,17,sunday,0,0,clear,23.0,26.5,30,30.0,306
2011-04-17,spring,2011,apr,18,sunday,0,0,clear,23.0,26.5,30,26.0,277
2011-04-17,spring,2011,apr,19,sunday,0,0,clear,23.0,26.5,30,20.0,210
2011-04-17,spring,2011,apr,20,sunday,0,0,clear,21.3,25.0,36,13.0,141
2011-04-17,spring,2011,apr,21,sunday,0,0,clear,20.5,24.2,42,13.0,83
2011-04-17,spring,2011,apr,22,sunday,0,0,clear,20.5,24.2,39,7.0,70
2011-04-17,spring,2011,apr,23,sunday,0,0,clear,18.0,22.0,67,11.0,56
2011-04-18,spring,2011,apr,0,monday,1,0,clear,18.9,22.7,47,6.0,39
2011-04-18,spring,2011,apr,1,monday,1,0,clear,18.9,22.7,47,9.0,19
2011-04-18,spring,2011,apr,2,monday,1,0,clear,17.2,21.2,67,7.0,16
2011-04-18,spring,2011,apr,3,monday,1,0,clear,17.2,21.2,62,7.0,7
2011-04-18,spring,2011,apr,4,monday,1,0,clear,16.4,20.5,87,11.0,6
2011-04-18,spring,2011,apr,5,monday,1,0,clear,16.4,20.5,76,6.0,16
2011-04-18,spring,2011,apr,6,monday,1,0,clear,16.4,20.5,82,0.0,54
2011-04-18,spring,2011,apr,7,monday,1,0,clear,18.9,22.7,63,0.0,168
2011-04-18,spring,2011,apr,8,monday,1,0,clear,18.9,22.7,63,0.0,297
2011-04-18,spring,2011,apr,9,monday,1,0,mist,20.5,24.2,55,7.0,169
2011-04-18,spring,2011,apr,10,monday,1,0,mist,21.3,25.0,55,7.0,109
2011-04-18,spring,2011,apr,11,monday,1,0,mist,22.1,25.8,52,6.0,123
2011-04-18,spring,2011,apr,12,monday,1,0,mist,23.0,26.5,49,6.0,184
2011-04-18,spring,2011,apr,13,monday,1,0,mist,23.0,26.5,49,11.0,169
2011-04-18,spring,2011,apr,14,monday,1,0,mist,23.8,27.3,49,13.0,144
2011-04-18,spring,2011,apr,15,monday,1,0,mist,24.6,31.1,43,13.0,176
2011-04-18,spring,2011,apr,16,monday,1,0,clear,24.6,31.1,46,19.0,205
2011-04-18,spring,2011,apr,17,monday,1,0,clear,23.8,27.3,49,19.0,428
2011-04-18,spring,2011,apr,18,monday,1,0,clear,26.2,31.1,31,24.0,362
2011-04-18,spring,2011,apr,19,monday,1,0,clear,23.0,26.5,46,17.0,286
2011-04-18,spring,2011,apr,20,monday,1,0,clear,24.6,31.1,33,20.0,165
2011-04-18,spring,2011,apr,21,monday,1,0,clear,23.0,26.5,37,19.0,151
2011-04-18,spring,2011,apr,22,monday,1,0,clear,21.3,25.0,55,19.0,90
2011-04-18,spring,2011,apr,23,monday,1,0,clear,20.5,24.2,59,17.0,46
2011-04-19,spring,2011,apr,0,tuesday,1,0,clear,20.5,24.2,55,15.0,25
2011-04-19,spring,2011,apr,1,tuesday,1,0,clear,18.9,22.7,63,15.0,7
2011-04-19,spring,2011,apr,2,tuesday,1,0,clear,18.9,22.7,67,19.0,13
2011-04-19,spring,2011,apr,3,tuesday,1,0,clear,19.7,23.5,63,15.0,3
2011-04-19,spring,2011,apr,4,tuesday,1,0,clear,18.9,22.7,67,6.0,5
2011-04-19,spring,2011,apr,5,tuesday,1,0,mist,18.9,22.7,72,13.0,18
2011-04-19,spring,2011,apr,6,tuesday,1,0,mist,19.7,23.5,67,0.0,65
2011-04-19,spring,2011,apr,7,tuesday,1,0,mist,21.3,25.0,55,0.0,188
2011-04-19,spring,2011,apr,8,tuesday,1,0,mist,20.5,24.2,68,9.0,351
2011-04-19,spring,2011,apr,9,tuesday,1,0,light_rain_snow,21.3,25.0,63,6.0,162
2011-04-19,spring,2011,apr,10,tuesday,1,0,mist,20.5,24.2,72,15.0,75
2011-04-19,spring,2011,apr,11,tuesday,1,0,mist,22.1,25.8,68,11.0,72
2011-04-19,spring,2011,apr,12,tuesday,1,0,mist,22.1,25.8,64,6.0,103
2011-04-19,spring,2011,apr,13,tuesday,1,0,mist,22.1,25.8,68,15.0,129
2011-04-19,spring,2011,apr,14,tuesday,1,0,mist,22.1,25.8,64,13.0,107
2011-04-19,spring,2011,apr,15,tuesday,1,0,mist,22.1,25.8,65,11.0,127
2011-04-19,spring,2011,apr,16,tuesday,1,0,clear,23.0,26.5,52,20.0,192
2011-04-19,spring,2011,apr,17,tuesday,1,0,clear,23.0,26.5,60,7.0,411
2011-04-19,spring,2011,apr,18,tuesday,1,0,mist,22.1,25.8,64,9.0,421
2011-04-19,spring,2011,apr,19,tuesday,1,0,mist,20.5,24.2,72,13.0,276
2011-04-19,spring,2011,apr,20,tuesday,1,0,mist,20.5,24.2,72,15.0,168
2011-04-19,spring,2011,apr,21,tuesday,1,0,mist,20.5,24.2,72,9.0,122
2011-04-19,spring,2011,apr,22,tuesday,1,0,clear,19.7,23.5,77,6.0,112
2011-04-19,spring,2011,apr,23,tuesday,1,0,clear,18.9,22.7,88,6.0,52
2011-04-20,spring,2011,apr,0,wednesday,1,0,clear,18.0,22.0,88,9.0,33
2011-04-20,spring,2011,apr,1,wednesday,1,0,clear,17.2,21.2,94,11.0,7
2011-04-20,spring,2011,apr,2,wednesday,1,0,clear,17.2,21.2,94,11.0,2
2011-04-20,spring,2011,apr,3,wednesday,1,0,clear,17.2,21.2,94,0.0,2
2011-04-20,spring,2011,apr,4,wednesday,1,0,clear,16.4,20.5,100,7.0,9
2011-04-20,spring,2011,apr,5,wednesday,1,0,clear,16.4,20.5,94,13.0,15
2011-04-20,spring,2011,apr,6,wednesday,1,0,clear,17.2,21.2,94,11.0,64
2011-04-20,spring,2011,apr,7,wednesday,1,0,clear,18.0,22.0,94,0.0,237
2011-04-20,spring,2011,apr,8,wednesday,1,0,clear,25.4,30.3,69,31.0,396
2011-04-20,spring,2011,apr,9,wednesday,1,0,clear,27.1,31.1,61,19.0,197
2011-04-20,spring,2011,apr,10,wednesday,1,0,clear,25.4,30.3,69,6.0,131
2011-04-20,spring,2011,apr,11,wednesday,1,0,clear,25.4,30.3,69,6.0,118
2011-04-20,spring,2011,apr,12,wednesday,1,0,clear,28.7,32.6,48,26.0,145
2011-04-20,spring,2011,apr,13,wednesday,1,0,clear,28.7,32.6,48,26.0,177
2011-04-20,spring,2011,apr,14,wednesday,1,0,clear,30.3,32.6,40,31.0,148
2011-04-20,spring,2011,apr,15,wednesday,1,0,mist,31.2,33.3,35,24.0,145
2011-04-20,spring,2011,apr,16,wednesday,1,0,mist,31.2,33.3,35,24.0,255
2011-04-20,spring,2011,apr,17,wednesday,1,0,mist,30.3,32.6,37,28.0,432
2011-04-20,spring,2011,apr,18,wednesday,1,0,clear,30.3,32.6,30,24.0,441
2011-04-20,spring,2011,apr,19,wednesday,1,0,clear,28.7,31.8,32,17.0,383
2011-04-20,spring,2011,apr,20,wednesday,1,0,clear,27.9,31.1,32,7.0,225
2011-04-20,spring,2011,apr,21,wednesday,1,0,clear,27.1,31.1,36,19.0,172
2011-04-20,spring,2011,apr,22,wednesday,1,0,clear,25.4,31.1,41,17.0,117
2011-04-20,spring,2011,apr,23,wednesday,1,0,clear,24.6,31.1,40,22.0,93
2011-04-21,spring,2011,apr,0,thursday,1,0,clear,23.0,26.5,43,24.0,44
2011-04-21,spring,2011,apr,1,thursday,1,0,clear,21.3,25.0,45,15.0,26
2011-04-21,spring,2011,apr,2,thursday,1,0,clear,20.5,24.2,42,26.0,13
2011-04-21,spring,2011,apr,3,thursday,1,0,mist,18.9,22.7,51,31.0,7
2011-04-21,spring,2011,apr,4,thursday,1,0,mist,18.0,22.0,54,30.0,6
2011-04-21,spring,2011,apr,5,thursday,1,0,mist,17.2,21.2,54,37.0,14
2011-04-21,spring,2011,apr,6,thursday,1,0,mist,16.4,20.5,58,39.0,75
2011-04-21,spring,2011,apr,7,thursday,1,0,mist,17.2,21.2,47,31.0,198
2011-04-21,spring,2011,apr,8,thursday,1,0,mist,16.4,20.5,50,33.0,365
2011-04-21,spring,2011,apr,9,thursday,1,0,mist,17.2,21.2,47,19.0,196
2011-04-21,spring,2011,apr,10,thursday,1,0,clear,17.2,21.2,44,24.0,98
2011-04-21,spring,2011,apr,11,thursday,1,0,clear,18.0,22.0,41,19.0,133
2011-04-21,spring,2011,apr,12,thursday,1,0,clear,18.9,22.7,38,11.0,199
2011-04-21,spring,2011,apr,13,thursday,1,0,clear,19.7,23.5,33,22.0,177
2011-04-21,spring,2011,apr,14,thursday,1,0,clear,20.5,24.2,34,26.0,228
2011-04-21,spring,2011,apr,15,thursday,1,0,clear,21.3,25.0,29,28.0,235
2011-04-21,spring,2011,apr,16,thursday,1,0,clear,21.3,25.0,27,24.0,294
2011-04-21,spring,2011,apr,17,thursday,1,0,clear,20.5,24.2,29,11.0,481
2011-04-21,spring,2011,apr,18,thursday,1,0,clear,20.5,24.2,25,19.0,452
2011-04-21,spring,2011,apr,19,thursday,1,0,clear,18.9,22.7,28,19.0,324
2011-04-21,spring,2011,apr,20,thursday,1,0,clear,18.0,22.0,30,9.0,204
2011-04-21,spring,2011,apr,21,thursday,1,0,clear,17.2,21.2,47,13.0,184
2011-04-21,spring,2011,apr,22,thursday,1,0,clear,17.2,21.2,38,6.0,137
2011-04-21,spring,2011,apr,23,thursday,1,0,clear,16.4,20.5,43,7.0,99
2011-04-22,spring,2011,apr,0,friday,1,0,clear,14.8,17.4,62,13.0,33
2011-04-22,spring,2011,apr,1,friday,1,0,clear,14.8,16.7,53,17.0,24
2011-04-22,spring,2011,apr,2,friday,1,0,clear,14.8,16.7,53,20.0,9
2011-04-22,spring,2011,apr,3,friday,1,0,clear,14.8,16.7,53,20.0,2
2011-04-22,spring,2011,apr,4,friday,1,0,clear,13.9,15.9,53,19.0,3
2011-04-22,spring,2011,apr,5,friday,1,0,clear,13.9,15.9,53,15.0,16
2011-04-22,spring,2011,apr,6,friday,1,0,clear,13.9,15.9,53,19.0,49
2011-04-22,spring,2011,apr,7,friday,1,0,mist,13.9,15.9,53,19.0,180
2011-04-22,spring,2011,apr,8,friday,1,0,mist,13.9,15.9,53,17.0,346
2011-04-22,spring,2011,apr,9,friday,1,0,light_rain_snow,13.9,15.2,61,20.0,195
2011-04-22,spring,2011,apr,10,friday,1,0,mist,14.8,17.4,62,13.0,136
2011-04-22,spring,2011,apr,11,friday,1,0,light_rain_snow,13.9,16.7,66,13.0,106
2011-04-22,spring,2011,apr,12,friday,1,0,light_rain_snow,13.9,16.7,76,9.0,80
2011-04-22,spring,2011,apr,13,friday,1,0,light_rain_snow,13.9,16.7,87,13.0,40
2011-04-22,spring,2011,apr,14,friday,1,0,light_rain_snow,13.9,15.9,87,17.0,36
2011-04-22,spring,2011,apr,15,friday,1,0,light_rain_snow,13.9,16.7,87,13.0,75
2011-04-22,spring,2011,apr,16,friday,1,0,light_rain_snow,13.9,16.7,87,9.0,62
2011-04-22,spring,2011,apr,17,friday,1,0,light_rain_snow,13.1,15.2,93,15.0,69
2011-04-22,spring,2011,apr,18,friday,1,0,light_rain_snow,13.1,15.2,93,15.0,51
2011-04-22,spring,2011,apr,19,friday,1,0,light_rain_snow,13.1,15.2,93,15.0,55
2011-04-22,spring,2011,apr,20,friday,1,0,light_rain_snow,13.1,15.2,87,15.0,47
2011-04-22,spring,2011,apr,21,friday,1,0,light_rain_snow,12.3,15.2,93,11.0,28
2011-04-22,spring,2011,apr,22,friday,1,0,light_rain_snow,12.3,15.2,100,9.0,24
2011-04-22,spring,2011,apr,23,friday,1,0,light_rain_snow,13.1,16.7,93,7.0,17
2011-04-23,spring,2011,apr,0,saturday,0,0,mist,13.1,15.9,100,13.0,18
2011-04-23,spring,2011,apr,1,saturday,0,0,mist,13.1,15.9,100,13.0,16
2011-04-23,spring,2011,apr,2,saturday,0,0,light_rain_snow,13.1,16.7,100,9.0,17
2011-04-23,spring,2011,apr,3,saturday,0,0,light_rain_snow,13.1,16.7,100,6.0,4
2011-04-23,spring,2011,apr,4,saturday,0,0,light_rain_snow,13.9,18.2,100,0.0,5
2011-04-23,spring,2011,apr,5,saturday,0,0,light_rain_snow,13.9,18.2,100,0.0,7
2011-04-23,spring,2011,apr,6,saturday,0,0,mist,13.9,16.7,100,11.0,11
2011-04-23,spring,2011,apr,7,saturday,0,0,light_rain_snow,13.9,16.7,100,11.0,19
2011-04-23,spring,2011,apr,8,saturday,0,0,mist,14.8,16.7,100,17.0,47
2011-04-23,spring,2011,apr,9,saturday,0,0,mist,15.6,19.7,94,20.0,68
2011-04-23,spring,2011,apr,10,saturday,0,0,mist,17.2,21.2,88,15.0,129
2011-04-23,spring,2011,apr,11,saturday,0,0,mist,18.9,22.7,88,15.0,232
2011-04-23,spring,2011,apr,12,saturday,0,0,clear,21.3,25.0,83,28.0,291
2011-04-23,spring,2011,apr,13,saturday,0,0,clear,21.3,25.0,83,26.0,312
2011-04-23,spring,2011,apr,14,saturday,0,0,clear,23.8,27.3,78,24.0,391
2011-04-23,spring,2011,apr,15,saturday,0,0,clear,24.6,29.5,73,26.0,397
2011-04-23,spring,2011,apr,16,saturday,0,0,clear,24.6,29.5,73,19.0,426
2011-04-23,spring,2011,apr,17,saturday,0,0,clear,24.6,29.5,73,22.0,383
2011-04-23,spring,2011,apr,18,saturday,0,0,clear,23.8,27.3,78,13.0,376
2011-04-23,spring,2011,apr,19,saturday,0,0,clear,23.0,26.5,83,19.0,283
2011-04-23,spring,2011,apr,20,saturday,0,0,mist,22.1,25.8,88,17.0,183
2011-04-23,spring,2011,apr,21,saturday,0,0,mist,23.0,26.5,83,19.0,135
2011-04-23,spring,2011,apr,22,saturday,0,0,mist,23.8,27.3,78,17.0,169
2011-04-23,spring,2011,apr,23,saturday,0,0,mist,22.1,25.8,88,11.0,117
2011-04-24,spring,2011,apr,0,sunday,0,0,clear,21.3,25.0,83,15.0,96
2011-04-24,spring,2011,apr,1,sunday,0,0,clear,20.5,24.2,88,13.0,54
2011-04-24,spring,2011,apr,2,sunday,0,0,clear,20.5,24.2,88,13.0,72
2011-04-24,spring,2011,apr,3,sunday,0,0,clear,20.5,24.2,94,6.0,24
2011-04-24,spring,2011,apr,4,sunday,0,0,clear,20.5,24.2,94,6.0,5
2011-04-24,spring,2011,apr,5,sunday,0,0,clear,20.5,24.2,94,6.0,12
2011-04-24,spring,2011,apr,6,sunday,0,0,mist,20.5,24.2,100,0.0,13
2011-04-24,spring,2011,apr,7,sunday,0,0,mist,20.5,24.2,100,0.0,27
2011-04-24,spring,2011,apr,8,sunday,0,0,clear,21.3,25.0,94,15.0,80
2011-04-24,spring,2011,apr,9,sunday,0,0,clear,23.0,26.5,88,17.0,177
2011-04-24,spring,2011,apr,10,sunday,0,0,clear,24.6,28.8,78,11.0,289
2011-04-24,spring,2011,apr,11,sunday,0,0,clear,27.1,31.1,65,9.0,317
2011-04-24,spring,2011,apr,12,sunday,0,0,clear,27.9,31.8,65,17.0,388
2011-04-24,spring,2011,apr,13,sunday,0,0,clear,28.7,32.6,58,19.0,441
2011-04-24,spring,2011,apr,14,sunday,0,0,clear,28.7,32.6,54,22.0,420
2011-04-24,spring,2011,apr,15,sunday,0,0,clear,27.1,31.1,61,17.0,369
2011-04-24,spring,2011,apr,16,sunday,0,0,clear,30.3,33.3,48,26.0,359
2011-04-24,spring,2011,apr,17,sunday,0,0,clear,27.1,31.1,65,20.0,331
2011-04-24,spring,2011,apr,18,sunday,0,0,clear,26.2,30.3,69,11.0,270
2011-04-24,spring,2011,apr,19,sunday,0,0,light_rain_snow,24.6,28.0,83,19.0,194
2011-04-24,spring,2011,apr,20,sunday,0,0,light_rain_snow,24.6,28.0,83,19.0,105
2011-04-24,spring,2011,apr,21,sunday,0,0,light_rain_snow,22.1,25.8,94,11.0,61
2011-04-24,spring,2011,apr,22,sunday,0,0,light_rain_snow,22.1,25.8,100,11.0,45
2011-04-24,spring,2011,apr,23,sunday,0,0,light_rain_snow,22.1,25.8,100,6.0,42
2011-04-25,spring,2011,apr,0,monday,1,0,light_rain_snow,21.3,25.0,100,0.0,12
2011-04-25,spring,2011,apr,1,monday,1,0,clear,22.1,25.8,100,6.0,10
2011-04-25,spring,2011,apr,2,monday,1,0,clear,22.1,25.8,100,6.0,10
2011-04-25,spring,2011,apr,3,monday,1,0,mist,20.5,24.2,100,7.0,10
2011-04-25,spring,2011,apr,4,monday,1,0,mist,21.3,25.0,100,0.0,5
2011-04-25,spring,2011,apr,5,monday,1,0,mist,18.9,22.7,100,0.0,17
2011-04-25,spring,2011,apr,6,monday,1,0,mist,20.5,24.2,100,0.0,66
2011-04-25,spring,2011,apr,7,monday,1,0,mist,21.3,25.0,100,6.0,196
2011-04-25,spring,2011,apr,8,monday,1,0,clear,23.0,26.5,88,7.0,353
2011-04-25,spring,2011,apr,9,monday,1,0,clear,24.6,28.0,83,9.0,174
2011-04-25,spring,2011,apr,10,monday,1,0,clear,26.2,30.3,73,15.0,125
2011-04-25,spring,2011,apr,11,monday,1,0,clear,26.2,30.3,73,15.0,147
2011-04-25,spring,2011,apr,12,monday,1,0,clear,27.1,31.1,74,17.0,188
2011-04-25,spring,2011,apr,13,monday,1,0,clear,28.7,32.6,65,15.0,203
2011-04-25,spring,2011,apr,14,monday,1,0,clear,29.5,33.3,54,15.0,146
2011-04-25,spring,2011,apr,15,monday,1,0,clear,30.3,33.3,51,15.0,175
2011-04-25,spring,2011,apr,16,monday,1,0,clear,28.7,32.6,54,24.0,239
2011-04-25,spring,2011,apr,17,monday,1,0,clear,28.7,32.6,54,20.0,521
2011-04-25,spring,2011,apr,18,monday,1,0,clear,27.9,31.8,57,24.0,499
2011-04-25,spring,2011,apr,19,monday,1,0,clear,27.1,31.1,57,22.0,382
2011-04-25,spring,2011,apr,20,monday,1,0,clear,27.1,31.1,61,19.0,237
2011-04-25,spring,2011,apr,21,monday,1,0,clear,25.4,30.3,69,17.0,190
2011-04-25,spring,2011,apr,22,monday,1,0,clear,24.6,29.5,73,20.0,106
2011-04-25,spring,2011,apr,23,monday,1,0,clear,23.8,27.3,78,19.0,62
2011-04-26,spring,2011,apr,0,tuesday,1,0,clear,25.4,30.3,69,19.0,27
2011-04-26,spring,2011,apr,1,tuesday,1,0,clear,25.4,29.5,73,19.0,21
2011-04-26,spring,2011,apr,2,tuesday,1,0,clear,23.0,26.5,83,22.0,26
2011-04-26,spring,2011,apr,3,tuesday,1,0,clear,22.1,25.8,88,19.0,21
